Dataset,GPS,Seed,Xi,Round,AI_Value,Trad_Value
03B,1264612209,1400,1.0,62,-8.371094,-8.414062
03B,1264612209,1400,1.0,63,-8.414062,-8.371094
03B,1264612209,1400,1.0,64,-8.371094,-8.371094
03B,1264612209,1400,1.0,65,-8.414062,-8.414062
03B,1264612209,1400,1.0,66,-8.414062,-8.371094
03B,1264612209,1400,1.0,67,-8.371094,-8.371094
03B,1264612209,1400,1.0,68,-8.414062,-8.414062
03B,1264612209,1400,1.0,69,-8.371094,-8.414062
03B,1264612209,1400,1.0,70,-8.414062,-8.414062
03B,1264612209,1400,1.0,71,-8.371094,-8.414062
03B,1264612209,1400,1.0,72,-8.414062,-8.371094
03B,1264612209,1400,1.0,73,-8.414062,-8.457031
03B,1264612209,1400,1.0,74,-8.371094,-8.414062
03B,1264612209,1400,1.0,75,-8.414062,-8.414062
03B,1264612209,1400,1.0,76,-8.371094,-8.371094
03B,1264612209,1400,1.0,77,-8.371094,-8.414062
03B,1264612209,1400,1.0,78,-8.414062,-8.414062
03B,1264612209,1400,1.0,79,-8.414062,-8.414062
03B,1264612209,1400,1.0,80,-8.414062,-8.414062
03B,1264612209,1400,1.0,81,-8.414062,-8.371094
03B,1264612209,1400,1.0,82,-8.414062,-8.414062
03B,1264612209,1400,1.0,83,-8.371094,-8.414062
03B,1264612209,1400,1.0,84,-8.371094,-8.414062
03B,1264612209,1400,1.0,85,-8.371094,-8.414062
03B,1264612209,1400,1.0,86,-8.414062,-8.414062
03B,1264612209,1400,1.0,87,-8.414062,-8.414062
03B,1264612209,1400,1.0,88,-8.414062,-8.371094
03B,1264612209,1400,1.0,89,-8.414062,-8.414062
03B,1264612209,1400,1.0,90,-8.371094,-8.414062
03B,1264612209,1400,1.0,91,-8.414062,-8.371094
03B,1264612209,1400,1.0,92,-8.371094,-8.414062
03B,1264612209,1400,1.0,93,-8.414062,-8.414062
03B,1264612209,1400,1.0,94,-8.414062,-8.414062
03B,1264612209,1400,1.0,95,-8.414062,-8.414062
03B,1264612209,1400,1.0,96,-8.414062,-8.371094
03B,1264612209,1400,1.0,97,-8.414062,-8.414062
03B,1264612209,1400,1.0,98,-8.371094,-8.371094
03B,1264612209,1400,1.0,99,-8.414062,-8.457031
03B,1264612209,1400,1.0,100,-8.414062,-8.414062
04A,1369205931,1300,0.001,1,-8.027344,-7.640625
04A,1369205931,1300,0.001,2,-8.113281,-7.683594
04A,1369205931,1300,0.001,3,-8.070312,-7.683594
04A,1369205931,1300,0.001,4,-8.070312,-7.597656
04A,1369205931,1300,0.001,5,-8.070312,-7.597656
04A,1369205931,1300,0.001,6,-8.027344,-7.683594
04A,1369205931,1300,0.001,7,-8.070312,-7.640625
04A,1369205931,1300,0.001,8,-8.113281,-7.597656
04A,1369205931,1300,0.001,9,-8.113281,-7.597656
04A,1369205931,1300,0.001,10,-8.113281,-7.597656
04A,1369205931,1300,0.001,11,-8.070312,-7.597656
04A,1369205931,1300,0.001,12,-8.070312,-7.683594
04A,1369205931,1300,0.001,13,-8.070312,-7.640625
04A,1369205931,1300,0.001,14,-8.070312,-7.683594
04A,1369205931,1300,0.001,15,-8.113281,-7.640625
04A,1369205931,1300,0.001,16,-8.070312,-7.683594
04A,1369205931,1300,0.001,17,-8.070312,-7.640625
04A,1369205931,1300,0.001,18,-8.070312,-7.640625
04A,1369205931,1300,0.001,19,-8.113281,-7.597656
04A,1369205931,1300,0.001,20,-8.070312,-7.597656
04A,1369205931,1300,0.001,21,-8.113281,-7.640625
04A,1369205931,1300,0.001,22,-8.070312,-7.640625
04A,1369205931,1300,0.001,23,-8.027344,-7.597656
04A,1369205931,1300,0.001,24,-8.070312,-7.640625
04A,1369205931,1300,0.001,25,-8.027344,-7.640625
04A,1369205931,1300,0.001,26,-8.113281,-7.597656
04A,1369205931,1300,0.001,27,-8.070312,-7.640625
04A,1369205931,1300,0.001,28,-8.070312,-7.683594
04A,1369205931,1300,0.001,29,-8.070312,-7.597656
04A,1369205931,1300,0.001,30,-8.113281,-7.640625
04A,1369205931,1300,0.001,31,-8.113281,-7.597656
04A,1369205931,1300,0.001,32,-8.070312,-7.554688
04A,1369205931,1300,0.001,33,-8.027344,-7.640625
04A,1369205931,1300,0.001,34,-8.113281,-7.640625
04A,1369205931,1300,0.001,35,-8.070312,-7.683594
04A,1369205931,1300,0.001,36,-8.070312,-7.597656
04A,1369205931,1300,0.001,37,-8.070312,-7.597656
04A,1369205931,1300,0.001,38,-8.070312,-7.683594
04A,1369205931,1300,0.001,39,-8.070312,-7.640625
04A,1369205931,1300,0.001,40,-8.070312,-7.640625
04A,1369205931,1300,0.001,41,-8.113281,-7.597656
04A,1369205931,1300,0.001,42,-8.070312,-7.683594
04A,1369205931,1300,0.001,43,-8.027344,-7.597656
04A,1369205931,1300,0.001,44,-8.113281,-7.640625
04A,1369205931,1300,0.001,45,-8.113281,-7.640625
04A,1369205931,1300,0.001,46,-8.027344,-7.640625
04A,1369205931,1300,0.001,47,-8.027344,-7.640625
04A,1369205931,1300,0.001,48,-8.113281,-7.640625
04A,1369205931,1300,0.001,49,-8.070312,-7.597656
04A,1369205931,1300,0.001,50,-8.070312,-7.640625
04A,1369205931,1300,0.001,51,-8.113281,-7.683594
04A,1369205931,1300,0.001,52,-8.070312,-7.597656
04A,1369205931,1300,0.001,53,-8.113281,-7.597656
04A,1369205931,1300,0.001,54,-8.070312,-7.640625
04A,1369205931,1300,0.001,55,-8.027344,-7.683594
04A,1369205931,1300,0.001,56,-8.156250,-7.554688
04A,1369205931,1300,0.001,57,-8.070312,-7.597656
04A,1369205931,1300,0.001,58,-8.070312,-7.640625
04A,1369205931,1300,0.001,59,-8.070312,-7.597656
04A,1369205931,1300,0.001,60,-8.113281,-7.554688
04A,1369205931,1300,0.001,61,-8.113281,-7.683594
04A,1369205931,1300,0.001,62,-8.113281,-7.597656
04A,1369205931,1300,0.001,63,-8.070312,-7.597656
04A,1369205931,1300,0.001,64,-8.113281,-7.597656
04A,1369205931,1300,0.001,65,-8.113281,-7.554688
04A,1369205931,1300,0.001,66,-8.113281,-7.597656
04A,1369205931,1300,0.001,67,-8.027344,-7.640625
04A,1369205931,1300,0.001,68,-8.070312,-7.640625
04A,1369205931,1300,0.001,69,-8.027344,-7.683594
04A,1369205931,1300,0.001,70,-8.070312,-7.640625
04A,1369205931,1300,0.001,71,-8.027344,-7.640625
04A,1369205931,1300,0.001,72,-8.070312,-7.683594
04A,1369205931,1300,0.001,73,-8.070312,-7.597656
04A,1369205931,1300,0.001,74,-8.113281,-7.683594
04A,1369205931,1300,0.001,75,-8.027344,-7.597656
04A,1369205931,1300,0.001,76,-8.113281,-7.640625
04A,1369205931,1300,0.001,77,-8.070312,-7.640625
04A,1369205931,1300,0.001,78,-8.113281,-7.640625
04A,1369205931,1300,0.001,79,-8.113281,-7.640625
04A,1369205931,1300,0.001,80,-8.027344,-7.640625
04A,1369205931,1300,0.001,81,-8.027344,-7.597656
04A,1369205931,1300,0.001,82,-8.027344,-7.640625
04A,1369205931,1300,0.001,83,-8.027344,-7.597656
04A,1369205931,1300,0.001,84,-8.070312,-7.640625
04A,1369205931,1300,0.001,85,-8.113281,-7.640625
04A,1369205931,1300,0.001,86,-8.070312,-7.640625
04A,1369205931,1300,0.001,87,-8.070312,-7.683594
04A,1369205931,1300,0.001,88,-8.156250,-7.597656
04A,1369205931,1300,0.001,89,-8.070312,-7.597656
04A,1369205931,1300,0.001,90,-8.113281,-7.597656
04A,1369205931,1300,0.001,91,-8.027344,-7.597656
04A,1369205931,1300,0.001,92,-8.027344,-7.597656
04A,1369205931,1300,0.001,93,-8.113281,-7.597656
04A,1369205931,1300,0.001,94,-8.070312,-7.640625
04A,1369205931,1300,0.001,95,-8.070312,-7.640625
04A,1369205931,1300,0.001,96,-8.113281,-7.597656
04A,1369205931,1300,0.001,97,-8.070312,-7.640625
04A,1369205931,1300,0.001,98,-8.070312,-7.597656
04A,1369205931,1300,0.001,99,-8.113281,-7.640625
04A,1369205931,1300,0.001,100,-8.113281,-7.640625
04A,1369205931,1300,0.01,1,-7.855469,-7.683594
04A,1369205931,1300,0.01,2,-7.855469,-7.683594
04A,1369205931,1300,0.01,3,-7.855469,-7.683594
04A,1369205931,1300,0.01,4,-7.855469,-7.683594
04A,1369205931,1300,0.01,5,-7.855469,-7.683594
04A,1369205931,1300,0.01,6,-7.812500,-7.683594
04A,1369205931,1300,0.01,7,-7.855469,-7.683594
04A,1369205931,1300,0.01,8,-7.812500,-7.683594
04A,1369205931,1300,0.01,9,-7.812500,-7.683594
04A,1369205931,1300,0.01,10,-7.898438,-7.683594
04A,1369205931,1300,0.01,11,-7.812500,-7.683594
04A,1369205931,1300,0.01,12,-7.812500,-7.683594
04A,1369205931,1300,0.01,13,-7.812500,-7.683594
04A,1369205931,1300,0.01,14,-7.812500,-7.726562
04A,1369205931,1300,0.01,15,-7.812500,-7.683594
04A,1369205931,1300,0.01,16,-7.855469,-7.683594
04A,1369205931,1300,0.01,17,-7.855469,-7.683594
04A,1369205931,1300,0.01,18,-7.855469,-7.683594
04A,1369205931,1300,0.01,19,-7.812500,-7.726562
04A,1369205931,1300,0.01,20,-7.855469,-7.683594
04A,1369205931,1300,0.01,21,-7.855469,-7.683594
04A,1369205931,1300,0.01,22,-7.855469,-7.683594
04A,1369205931,1300,0.01,23,-7.855469,-7.640625
04A,1369205931,1300,0.01,24,-7.812500,-7.683594
04A,1369205931,1300,0.01,25,-7.855469,-7.683594
04A,1369205931,1300,0.01,26,-7.855469,-7.683594
04A,1369205931,1300,0.01,27,-7.812500,-7.640625
04A,1369205931,1300,0.01,28,-7.855469,-7.726562
04A,1369205931,1300,0.01,29,-7.855469,-7.683594
04A,1369205931,1300,0.01,30,-7.898438,-7.683594
04A,1369205931,1300,0.01,31,-7.855469,-7.683594
04A,1369205931,1300,0.01,32,-7.855469,-7.683594
04A,1369205931,1300,0.01,33,-7.855469,-7.683594
04A,1369205931,1300,0.01,34,-7.855469,-7.726562
04A,1369205931,1300,0.01,35,-7.855469,-7.683594
04A,1369205931,1300,0.01,36,-7.855469,-7.640625
04A,1369205931,1300,0.01,37,-7.812500,-7.640625
04A,1369205931,1300,0.01,38,-7.812500,-7.640625
04A,1369205931,1300,0.01,39,-7.855469,-7.683594
04A,1369205931,1300,0.01,40,-7.855469,-7.683594
04A,1369205931,1300,0.01,41,-7.855469,-7.683594
04A,1369205931,1300,0.01,42,-7.812500,-7.683594
04A,1369205931,1300,0.01,43,-7.855469,-7.683594
04A,1369205931,1300,0.01,44,-7.855469,-7.683594
04A,1369205931,1300,0.01,45,-7.812500,-7.683594
04A,1369205931,1300,0.01,46,-7.812500,-7.683594
04A,1369205931,1300,0.01,47,-7.855469,-7.683594
04A,1369205931,1300,0.01,48,-7.812500,-7.683594
04A,1369205931,1300,0.01,49,-7.855469,-7.683594
04A,1369205931,1300,0.01,50,-7.812500,-7.683594
04A,1369205931,1300,0.01,51,-7.855469,-7.683594
04A,1369205931,1300,0.01,52,-7.855469,-7.683594
04A,1369205931,1300,0.01,53,-7.855469,-7.683594
04A,1369205931,1300,0.01,54,-7.812500,-7.726562
04A,1369205931,1300,0.01,55,-7.855469,-7.683594
04A,1369205931,1300,0.01,56,-7.812500,-7.683594
04A,1369205931,1300,0.01,57,-7.855469,-7.683594
04A,1369205931,1300,0.01,58,-7.855469,-7.683594
04A,1369205931,1300,0.01,59,-7.855469,-7.683594
04A,1369205931,1300,0.01,60,-7.812500,-7.640625
04A,1369205931,1300,0.01,61,-7.855469,-7.683594
04A,1369205931,1300,0.01,62,-7.855469,-7.640625
04A,1369205931,1300,0.01,63,-7.855469,-7.640625
04A,1369205931,1300,0.01,64,-7.855469,-7.683594
04A,1369205931,1300,0.01,65,-7.855469,-7.683594
04A,1369205931,1300,0.01,66,-7.855469,-7.683594
04A,1369205931,1300,0.01,67,-7.812500,-7.640625
04A,1369205931,1300,0.01,68,-7.812500,-7.726562
04A,1369205931,1300,0.01,69,-7.812500,-7.640625
04A,1369205931,1300,0.01,70,-7.812500,-7.683594
04A,1369205931,1300,0.01,71,-7.855469,-7.683594
04A,1369205931,1300,0.01,72,-7.812500,-7.683594
04A,1369205931,1300,0.01,73,-7.855469,-7.683594
04A,1369205931,1300,0.01,74,-7.855469,-7.683594
04A,1369205931,1300,0.01,75,-7.855469,-7.726562
04A,1369205931,1300,0.01,76,-7.812500,-7.640625
04A,1369205931,1300,0.01,77,-7.812500,-7.683594
04A,1369205931,1300,0.01,78,-7.855469,-7.683594
04A,1369205931,1300,0.01,79,-7.812500,-7.726562
04A,1369205931,1300,0.01,80,-7.812500,-7.640625
04A,1369205931,1300,0.01,81,-7.812500,-7.683594
04A,1369205931,1300,0.01,82,-7.855469,-7.726562
04A,1369205931,1300,0.01,83,-7.812500,-7.683594
04A,1369205931,1300,0.01,84,-7.855469,-7.683594
04A,1369205931,1300,0.01,85,-7.855469,-7.683594
04A,1369205931,1300,0.01,86,-7.855469,-7.683594
04A,1369205931,1300,0.01,87,-7.812500,-7.640625
04A,1369205931,1300,0.01,88,-7.855469,-7.726562
04A,1369205931,1300,0.01,89,-7.855469,-7.683594
04A,1369205931,1300,0.01,90,-7.855469,-7.683594
04A,1369205931,1300,0.01,91,-7.812500,-7.683594
04A,1369205931,1300,0.01,92,-7.855469,-7.683594
04A,1369205931,1300,0.01,93,-7.855469,-7.683594
04A,1369205931,1300,0.01,94,-7.855469,-7.683594
04A,1369205931,1300,0.01,95,-7.855469,-7.726562
04A,1369205931,1300,0.01,96,-7.812500,-7.683594
04A,1369205931,1300,0.01,97,-7.855469,-7.726562
04A,1369205931,1300,0.01,98,-7.855469,-7.726562
04A,1369205931,1300,0.01,99,-7.812500,-7.726562
04A,1369205931,1300,0.01,100,-7.855469,-7.683594
04A,1369205931,1300,0.1,1,-7.726562,-7.726562
04A,1369205931,1300,0.1,2,-7.683594,-7.683594
04A,1369205931,1300,0.1,3,-7.683594,-7.726562
04A,1369205931,1300,0.1,4,-7.683594,-7.640625
04A,1369205931,1300,0.1,5,-7.726562,-7.683594
04A,1369205931,1300,0.1,6,-7.726562,-7.683594
04A,1369205931,1300,0.1,7,-7.683594,-7.683594
04A,1369205931,1300,0.1,8,-7.726562,-7.683594
04A,1369205931,1300,0.1,9,-7.726562,-7.726562
04A,1369205931,1300,0.1,10,-7.683594,-7.683594
04A,1369205931,1300,0.1,11,-7.726562,-7.683594
04A,1369205931,1300,0.1,12,-7.726562,-7.683594
04A,1369205931,1300,0.1,13,-7.683594,-7.726562
04A,1369205931,1300,0.1,14,-7.726562,-7.683594
04A,1369205931,1300,0.1,15,-7.683594,-7.683594
04A,1369205931,1300,0.1,16,-7.683594,-7.683594
04A,1369205931,1300,0.1,17,-7.683594,-7.726562
04A,1369205931,1300,0.1,18,-7.683594,-7.683594
04A,1369205931,1300,0.1,19,-7.640625,-7.683594
04A,1369205931,1300,0.1,20,-7.683594,-7.683594
04A,1369205931,1300,0.1,21,-7.640625,-7.683594
04A,1369205931,1300,0.1,22,-7.683594,-7.683594
04A,1369205931,1300,0.1,23,-7.683594,-7.726562
04A,1369205931,1300,0.1,24,-7.683594,-7.640625
04A,1369205931,1300,0.1,25,-7.683594,-7.640625
04A,1369205931,1300,0.1,26,-7.683594,-7.683594
04A,1369205931,1300,0.1,27,-7.683594,-7.683594
04A,1369205931,1300,0.1,28,-7.726562,-7.683594
04A,1369205931,1300,0.1,29,-7.683594,-7.683594
04A,1369205931,1300,0.1,30,-7.683594,-7.683594
04A,1369205931,1300,0.1,31,-7.683594,-7.683594
04A,1369205931,1300,0.1,32,-7.726562,-7.726562
04A,1369205931,1300,0.1,33,-7.769531,-7.640625
04A,1369205931,1300,0.1,34,-7.683594,-7.683594
04A,1369205931,1300,0.1,35,-7.640625,-7.683594
04A,1369205931,1300,0.1,36,-7.726562,-7.726562
04A,1369205931,1300,0.1,37,-7.683594,-7.683594
04A,1369205931,1300,0.1,38,-7.726562,-7.683594
04A,1369205931,1300,0.1,39,-7.726562,-7.726562
04A,1369205931,1300,0.1,40,-7.640625,-7.683594
04A,1369205931,1300,0.1,41,-7.726562,-7.683594
04A,1369205931,1300,0.1,42,-7.683594,-7.683594
04A,1369205931,1300,0.1,43,-7.726562,-7.726562
04A,1369205931,1300,0.1,44,-7.683594,-7.683594
04A,1369205931,1300,0.1,45,-7.726562,-7.683594
04A,1369205931,1300,0.1,46,-7.683594,-7.640625
04A,1369205931,1300,0.1,47,-7.726562,-7.726562
04A,1369205931,1300,0.1,48,-7.683594,-7.726562
04A,1369205931,1300,0.1,49,-7.683594,-7.683594
04A,1369205931,1300,0.1,50,-7.726562,-7.683594
04A,1369205931,1300,0.1,51,-7.683594,-7.726562
04A,1369205931,1300,0.1,52,-7.726562,-7.683594
04A,1369205931,1300,0.1,53,-7.683594,-7.683594
04A,1369205931,1300,0.1,54,-7.683594,-7.640625
04A,1369205931,1300,0.1,55,-7.683594,-7.683594
04A,1369205931,1300,0.1,56,-7.683594,-7.683594
04A,1369205931,1300,0.1,57,-7.683594,-7.726562
04A,1369205931,1300,0.1,58,-7.726562,-7.683594
04A,1369205931,1300,0.1,59,-7.683594,-7.683594
04A,1369205931,1300,0.1,60,-7.683594,-7.726562
04A,1369205931,1300,0.1,61,-7.683594,-7.726562
04A,1369205931,1300,0.1,62,-7.683594,-7.726562
04A,1369205931,1300,0.1,63,-7.726562,-7.683594
04A,1369205931,1300,0.1,64,-7.683594,-7.640625
04A,1369205931,1300,0.1,65,-7.726562,-7.726562
04A,1369205931,1300,0.1,66,-7.726562,-7.726562
04A,1369205931,1300,0.1,67,-7.726562,-7.683594
04A,1369205931,1300,0.1,68,-7.683594,-7.726562
04A,1369205931,1300,0.1,69,-7.683594,-7.726562
04A,1369205931,1300,0.1,70,-7.726562,-7.683594
04A,1369205931,1300,0.1,71,-7.683594,-7.683594
04A,1369205931,1300,0.1,72,-7.683594,-7.683594
04A,1369205931,1300,0.1,73,-7.683594,-7.640625
04A,1369205931,1300,0.1,74,-7.683594,-7.726562
04A,1369205931,1300,0.1,75,-7.769531,-7.683594
04A,1369205931,1300,0.1,76,-7.683594,-7.640625
04A,1369205931,1300,0.1,77,-7.726562,-7.683594
04A,1369205931,1300,0.1,78,-7.726562,-7.726562
04A,1369205931,1300,0.1,79,-7.726562,-7.683594
04A,1369205931,1300,0.1,80,-7.726562,-7.683594
04A,1369205931,1300,0.1,81,-7.726562,-7.726562
04A,1369205931,1300,0.1,82,-7.726562,-7.683594
04A,1369205931,1300,0.1,83,-7.683594,-7.640625
04A,1369205931,1300,0.1,84,-7.683594,-7.683594
04A,1369205931,1300,0.1,85,-7.683594,-7.726562
04A,1369205931,1300,0.1,86,-7.683594,-7.683594
04A,1369205931,1300,0.1,87,-7.683594,-7.683594
04A,1369205931,1300,0.1,88,-7.640625,-7.726562
04A,1369205931,1300,0.1,89,-7.726562,-7.683594
04A,1369205931,1300,0.1,90,-7.683594,-7.597656
04A,1369205931,1300,0.1,91,-7.683594,-7.683594
04A,1369205931,1300,0.1,92,-7.683594,-7.683594
04A,1369205931,1300,0.1,93,-7.683594,-7.683594
04A,1369205931,1300,0.1,94,-7.683594,-7.726562
04A,1369205931,1300,0.1,95,-7.726562,-7.683594
04A,1369205931,1300,0.1,96,-7.726562,-7.683594
04A,1369205931,1300,0.1,97,-7.683594,-7.726562
04A,1369205931,1300,0.1,98,-7.683594,-7.726562
04A,1369205931,1300,0.1,99,-7.683594,-7.683594
04A,1369205931,1300,0.1,100,-7.726562,-7.683594
04A,1369205931,1300,0.5,1,-7.683594,-7.726562
04A,1369205931,1300,0.5,2,-7.683594,-7.683594
04A,1369205931,1300,0.5,3,-7.726562,-7.683594
04A,1369205931,1300,0.5,4,-7.726562,-7.683594
04A,1369205931,1300,0.5,5,-7.726562,-7.683594
04A,1369205931,1300,0.5,6,-7.683594,-7.683594
04A,1369205931,1300,0.5,7,-7.683594,-7.726562
04A,1369205931,1300,0.5,8,-7.683594,-7.726562
04A,1369205931,1300,0.5,9,-7.726562,-7.683594
04A,1369205931,1300,0.5,10,-7.726562,-7.683594
04A,1369205931,1300,0.5,11,-7.726562,-7.683594
04A,1369205931,1300,0.5,12,-7.683594,-7.726562
04A,1369205931,1300,0.5,13,-7.769531,-7.683594
04A,1369205931,1300,0.5,14,-7.683594,-7.683594
04A,1369205931,1300,0.5,15,-7.726562,-7.726562
04A,1369205931,1300,0.5,16,-7.683594,-7.726562
04A,1369205931,1300,0.5,17,-7.726562,-7.683594
04A,1369205931,1300,0.5,18,-7.683594,-7.683594
04A,1369205931,1300,0.5,19,-7.683594,-7.726562
04A,1369205931,1300,0.5,20,-7.683594,-7.683594
04A,1369205931,1300,0.5,21,-7.683594,-7.726562
04A,1369205931,1300,0.5,22,-7.683594,-7.726562
04A,1369205931,1300,0.5,23,-7.640625,-7.683594
04A,1369205931,1300,0.5,24,-7.683594,-7.683594
04A,1369205931,1300,0.5,25,-7.726562,-7.726562
04A,1369205931,1300,0.5,26,-7.683594,-7.683594
04A,1369205931,1300,0.5,27,-7.683594,-7.683594
04A,1369205931,1300,0.5,28,-7.683594,-7.683594
04A,1369205931,1300,0.5,29,-7.683594,-7.683594
04A,1369205931,1300,0.5,30,-7.683594,-7.683594
04A,1369205931,1300,0.5,31,-7.683594,-7.683594
04A,1369205931,1300,0.5,32,-7.683594,-7.683594
04A,1369205931,1300,0.5,33,-7.683594,-7.726562
04A,1369205931,1300,0.5,34,-7.683594,-7.683594
04A,1369205931,1300,0.5,35,-7.683594,-7.726562
04A,1369205931,1300,0.5,36,-7.726562,-7.683594
04A,1369205931,1300,0.5,37,-7.726562,-7.683594
04A,1369205931,1300,0.5,38,-7.683594,-7.726562
04A,1369205931,1300,0.5,39,-7.683594,-7.683594
04A,1369205931,1300,0.5,40,-7.683594,-7.683594
04A,1369205931,1300,0.5,41,-7.683594,-7.640625
04A,1369205931,1300,0.5,42,-7.683594,-7.640625
04A,1369205931,1300,0.5,43,-7.726562,-7.726562
04A,1369205931,1300,0.5,44,-7.683594,-7.726562
04A,1369205931,1300,0.5,45,-7.726562,-7.683594
04A,1369205931,1300,0.5,46,-7.726562,-7.683594
04A,1369205931,1300,0.5,47,-7.726562,-7.683594
04A,1369205931,1300,0.5,48,-7.726562,-7.726562
04A,1369205931,1300,0.5,49,-7.683594,-7.640625
04A,1369205931,1300,0.5,50,-7.683594,-7.597656
04A,1369205931,1300,0.5,51,-7.683594,-7.640625
04A,1369205931,1300,0.5,52,-7.683594,-7.683594
04A,1369205931,1300,0.5,53,-7.726562,-7.640625
04A,1369205931,1300,0.5,54,-7.683594,-7.726562
04A,1369205931,1300,0.5,55,-7.683594,-7.726562
04A,1369205931,1300,0.5,56,-7.683594,-7.683594
04A,1369205931,1300,0.5,57,-7.726562,-7.726562
04A,1369205931,1300,0.5,58,-7.640625,-7.726562
04A,1369205931,1300,0.5,59,-7.726562,-7.683594
04A,1369205931,1300,0.5,60,-7.683594,-7.683594
04A,1369205931,1300,0.5,61,-7.640625,-7.683594
04A,1369205931,1300,0.5,62,-7.683594,-7.683594
04A,1369205931,1300,0.5,63,-7.726562,-7.726562
04A,1369205931,1300,0.5,64,-7.683594,-7.683594
04A,1369205931,1300,0.5,65,-7.683594,-7.683594
04A,1369205931,1300,0.5,66,-7.683594,-7.683594
04A,1369205931,1300,0.5,67,-7.683594,-7.683594
04A,1369205931,1300,0.5,68,-7.683594,-7.683594
04A,1369205931,1300,0.5,69,-7.640625,-7.683594
04A,1369205931,1300,0.5,70,-7.726562,-7.640625
04A,1369205931,1300,0.5,71,-7.683594,-7.683594
04A,1369205931,1300,0.5,72,-7.726562,-7.683594
04A,1369205931,1300,0.5,73,-7.683594,-7.683594
04A,1369205931,1300,0.5,74,-7.683594,-7.683594
04A,1369205931,1300,0.5,75,-7.726562,-7.683594
04A,1369205931,1300,0.5,76,-7.726562,-7.726562
04A,1369205931,1300,0.5,77,-7.683594,-7.683594
04A,1369205931,1300,0.5,78,-7.769531,-7.683594
04A,1369205931,1300,0.5,79,-7.683594,-7.683594
04A,1369205931,1300,0.5,80,-7.683594,-7.683594
04A,1369205931,1300,0.5,81,-7.683594,-7.683594
04A,1369205931,1300,0.5,82,-7.683594,-7.683594
04A,1369205931,1300,0.5,83,-7.726562,-7.726562
04A,1369205931,1300,0.5,84,-7.726562,-7.683594
04A,1369205931,1300,0.5,85,-7.683594,-7.726562
04A,1369205931,1300,0.5,86,-7.683594,-7.683594
04A,1369205931,1300,0.5,87,-7.683594,-7.683594
04A,1369205931,1300,0.5,88,-7.683594,-7.683594
04A,1369205931,1300,0.5,89,-7.726562,-7.726562
04A,1369205931,1300,0.5,90,-7.683594,-7.683594
04A,1369205931,1300,0.5,91,-7.683594,-7.683594
04A,1369205931,1300,0.5,92,-7.726562,-7.683594
04A,1369205931,1300,0.5,93,-7.683594,-7.726562
04A,1369205931,1300,0.5,94,-7.683594,-7.726562
04A,1369205931,1300,0.5,95,-7.683594,-7.726562
04A,1369205931,1300,0.5,96,-7.683594,-7.726562
04A,1369205931,1300,0.5,97,-7.640625,-7.683594
04A,1369205931,1300,0.5,98,-7.683594,-7.683594
04A,1369205931,1300,0.5,99,-7.683594,-7.640625
04A,1369205931,1300,0.5,100,-7.683594,-7.683594
04A,1369205931,1300,1.0,1,-8.328125,-8.414062
04A,1369205931,1300,1.0,2,-8.414062,-8.414062
04A,1369205931,1300,1.0,3,-8.371094,-8.328125
04A,1369205931,1300,1.0,4,-8.414062,-8.328125
04A,1369205931,1300,1.0,5,-8.414062,-8.371094
04A,1369205931,1300,1.0,6,-8.371094,-8.371094
04A,1369205931,1300,1.0,7,-8.328125,-8.371094
04A,1369205931,1300,1.0,8,-8.328125,-8.328125
04A,1369205931,1300,1.0,9,-8.328125,-8.371094
04A,1369205931,1300,1.0,10,-8.414062,-8.371094
04A,1369205931,1300,1.0,11,-8.371094,-8.371094
04A,1369205931,1300,1.0,12,-8.371094,-8.328125
04A,1369205931,1300,1.0,13,-8.371094,-8.371094
04A,1369205931,1300,1.0,14,-8.371094,-8.371094
04A,1369205931,1300,1.0,15,-8.371094,-8.328125
04A,1369205931,1300,1.0,16,-8.371094,-8.371094
04A,1369205931,1300,1.0,17,-8.414062,-8.328125
04A,1369205931,1300,1.0,18,-8.371094,-8.414062
04A,1369205931,1300,1.0,19,-8.328125,-8.371094
04A,1369205931,1300,1.0,20,-8.414062,-8.328125
04A,1369205931,1300,1.0,21,-8.371094,-8.371094
04A,1369205931,1300,1.0,22,-8.371094,-8.371094
04A,1369205931,1300,1.0,23,-8.371094,-8.371094
04A,1369205931,1300,1.0,24,-8.371094,-8.328125
04A,1369205931,1300,1.0,25,-8.371094,-8.414062
04A,1369205931,1300,1.0,26,-8.371094,-8.371094
04A,1369205931,1300,1.0,27,-8.371094,-8.371094
04A,1369205931,1300,1.0,28,-8.371094,-8.371094
04A,1369205931,1300,1.0,29,-8.414062,-8.371094
04A,1369205931,1300,1.0,30,-8.371094,-8.371094
04A,1369205931,1300,1.0,31,-8.371094,-8.414062
04A,1369205931,1300,1.0,32,-8.371094,-8.371094
04A,1369205931,1300,1.0,33,-8.371094,-8.371094
04A,1369205931,1300,1.0,34,-8.371094,-8.371094
04A,1369205931,1300,1.0,35,-8.371094,-8.414062
04A,1369205931,1300,1.0,36,-8.371094,-8.414062
04A,1369205931,1300,1.0,37,-8.414062,-8.371094
04A,1369205931,1300,1.0,38,-8.371094,-8.371094
04A,1369205931,1300,1.0,39,-8.371094,-8.371094
04A,1369205931,1300,1.0,40,-8.414062,-8.371094
04A,1369205931,1300,1.0,41,-8.414062,-8.328125
04A,1369205931,1300,1.0,42,-8.371094,-8.371094
